time_on_page,pages_viewed,interest_ski,interest_climb,buy
183.6,2.4,0.0,1.0,0.0
241.9,1.5,0.0,0.0,0.0
166.1,2.3,0.0,0.0,0.0
239.1,1.6,1.0,0.0,0.0
173.6,2.5,0.0,1.0,1.0
107.5,1.2,1.0,1.0,0.0
131.1,1.3,0.0,0.0,0.0
174.4,2.3,0.0,0.0,0.0
113.5,2.2,1.0,1.0,1.0
139.7,2.4,1.0,0.0,0.0
295.4,2.0,1.0,0.0,0.0
403.8,2.4,0.0,0.0,0.0
209.5,1.5,1.0,1.0,0.0
277.7,0.9,1.0,1.0,0.0
260.1,1.9,0.0,1.0,0.0
228.9,2.5,1.0,1.0,1.0
126.3,3.1,0.0,0.0,0.0
185.0,2.3,1.0,1.0,0.0
173.7,2.3,0.0,0.0,0.0
135.3,0.7,1.0,0.0,0.0
53.4,1.1,0.0,0.0,0.0
173.1,3.5,1.0,0.0,0.0
280.2,3.0,1.0,1.0,1.0
71.9,2.1,1.0,1.0,0.0
122.2,1.7,0.0,1.0,0.0
250.3,0.2,0.0,1.0,0.0
133.2,2.3,1.0,0.0,0.0
331.9,3.1,1.0,1.0,1.0
211.2,2.0,0.0,1.0,0.0
11.8,2.8,1.0,1.0,0.0
272.8,2.4,1.0,0.0,0.0
173.4,2.3,0.0,1.0,0.0
291.1,2.4,1.0,1.0,0.0
144.5,2.2,1.0,0.0,0.0
64.3,1.2,0.0,1.0,0.0
148.1,1.9,0.0,0.0,0.0
143.4,1.1,0.0,0.0,0.0
154.3,2.0,1.0,0.0,0.0
277.9,3.1,0.0,1.0,1.0
177.9,3.3,0.0,0.0,0.0
195.5,2.5,1.0,0.0,0.0
178.3,3.2,0.0,1.0,1.0
172.1,2.0,0.0,1.0,0.0
160.8,2.2,1.0,1.0,0.0
172.1,1.2,0.0,0.0,0.0
250.6,1.6,0.0,1.0,0.0
222.7,2.5,1.0,1.0,0.0
227.6,1.4,0.0,0.0,0.0
212.5,1.9,1.0,1.0,0.0
206.7,2.3,1.0,0.0,0.0
166.6,1.7,1.0,0.0,0.0
138.3,2.3,0.0,1.0,0.0
172.7,1.8,0.0,1.0,0.0
259.8,3.3,0.0,1.0,1.0
157.8,0.2,0.0,1.0,0.0
131.3,2.1,1.0,1.0,0.0
141.2,1.0,0.0,1.0,0.0
187.7,1.7,1.0,0.0,0.0
211.3,1.8,1.0,0.0,0.0
209.9,2.2,0.0,1.0,0.0
138.6,1.3,0.0,1.0,0.0
306.6,2.5,1.0,0.0,0.0
176.0,1.5,0.0,1.0,0.0
129.9,1.6,1.0,0.0,0.0
303.6,2.4,1.0,0.0,0.0
316.0,3.3,1.0,1.0,1.0
106.1,1.2,1.0,0.0,0.0
156.0,2.9,0.0,1.0,0.0
181.9,2.5,0.0,1.0,0.0
159.2,0.9,0.0,1.0,0.0
176.6,2.5,1.0,0.0,0.0
279.0,2.8,0.0,1.0,0.0
164.9,2.3,1.0,1.0,0.0
93.4,1.6,1.0,1.0,0.0
181.1,2.5,0.0,0.0,0.0
222.7,2.7,0.0,1.0,1.0
182.9,2.5,1.0,0.0,0.0
212.2,2.3,0.0,0.0,0.0
174.8,2.4,1.0,1.0,0.0
160.9,2.1,1.0,1.0,0.0
87.7,2.5,1.0,1.0,0.0
212.6,1.7,1.0,0.0,0.0
143.0,2.8,0.0,0.0,0.0
259.2,1.6,0.0,0.0,0.0
102.6,2.7,0.0,0.0,0.0
209.4,1.3,1.0,1.0,0.0
193.8,2.4,0.0,0.0,0.0
260.4,2.6,0.0,0.0,0.0
134.6,2.1,0.0,0.0,0.0
56.9,3.1,1.0,1.0,0.0
257.8,1.1,0.0,0.0,0.0
153.4,2.4,0.0,0.0,0.0
290.4,2.9,0.0,0.0,0.0
219.9,2.9,0.0,0.0,0.0
202.4,2.6,0.0,0.0,0.0
201.2,2.4,1.0,0.0,0.0
62.0,1.0,1.0,1.0,0.0
173.9,1.7,0.0,0.0,0.0
127.1,0.8,1.0,0.0,0.0
176.5,3.5,0.0,1.0,0.0
234.0,1.3,0.0,0.0,0.0
258.0,2.7,0.0,0.0,0.0
228.7,2.9,0.0,0.0,0.0
180.9,1.4,1.0,0.0,1.0
144.7,1.9,0.0,1.0,0.0
137.3,1.1,1.0,1.0,0.0
135.0,1.8,0.0,0.0,0.0
259.4,2.7,1.0,0.0,0.0
166.8,1.2,1.0,1.0,0.0
182.3,2.7,0.0,1.0,0.0
262.3,1.6,0.0,0.0,0.0
109.0,2.3,0.0,0.0,0.0
229.3,4.3,0.0,1.0,0.0
198.2,1.9,0.0,1.0,0.0
77.5,2.3,0.0,0.0,0.0
103.7,1.6,1.0,1.0,0.0
151.2,2.1,0.0,0.0,0.0
98.3,1.5,0.0,0.0,0.0
223.5,2.4,0.0,0.0,0.0
88.6,3.3,0.0,0.0,0.0
232.2,2.0,0.0,1.0,0.0
-2.4,2.5,0.0,0.0,0.0
78.2,2.1,1.0,1.0,0.0
234.9,0.0,0.0,1.0,0.0
162.8,2.2,0.0,0.0,0.0
175.9,3.4,0.0,0.0,0.0
235.0,3.1,1.0,0.0,1.0
186.0,1.6,0.0,0.0,0.0
312.4,2.2,0.0,0.0,0.0
146.3,2.0,1.0,1.0,0.0
66.2,2.6,0.0,0.0,0.0
152.8,2.2,0.0,1.0,0.0
187.6,2.4,0.0,0.0,0.0
139.9,1.2,0.0,0.0,0.0
158.5,0.7,0.0,0.0,0.0
230.4,0.6,0.0,1.0,0.0
130.7,1.5,1.0,0.0,0.0
226.9,2.2,1.0,0.0,0.0
251.3,2.2,1.0,0.0,0.0
245.9,1.2,0.0,1.0,0.0
159.8,3.6,1.0,0.0,0.0
161.1,2.7,0.0,0.0,0.0
98.6,2.3,1.0,1.0,0.0
177.4,2.2,0.0,1.0,1.0
223.2,2.6,0.0,0.0,0.0
239.5,0.0,1.0,0.0,0.0
216.0,0.0,0.0,1.0,0.0
289.8,3.0,1.0,0.0,0.0
134.2,3.7,0.0,0.0,0.0
184.4,0.4,0.0,1.0,0.0
202.9,3.0,0.0,0.0,0.0
156.6,2.3,0.0,0.0,0.0
183.3,2.0,0.0,0.0,0.0
179.1,2.6,0.0,0.0,0.0
95.2,0.9,0.0,0.0,0.0
135.3,3.7,1.0,0.0,0.0
36.1,1.6,1.0,1.0,0.0
48.9,2.0,0.0,0.0,0.0
188.4,1.7,1.0,1.0,0.0
92.1,1.3,1.0,0.0,0.0
122.0,2.2,1.0,1.0,0.0
125.0,2.3,0.0,0.0,0.0
214.5,1.2,1.0,1.0,0.0
274.2,1.2,1.0,1.0,0.0
218.9,2.9,0.0,1.0,0.0
193.4,1.2,1.0,1.0,0.0
204.2,3.2,0.0,1.0,1.0
157.8,2.0,0.0,0.0,0.0
168.3,3.1,0.0,1.0,0.0
301.8,2.1,0.0,0.0,0.0
171.5,1.1,0.0,0.0,0.0
141.6,1.4,0.0,0.0,0.0
106.6,1.3,1.0,1.0,0.0
246.2,1.9,0.0,1.0,1.0
192.1,1.2,0.0,0.0,0.0
302.5,3.5,1.0,0.0,0.0
223.6,3.5,0.0,0.0,0.0
102.8,1.9,0.0,1.0,0.0
142.5,2.4,0.0,1.0,0.0
-28.2,2.4,1.0,0.0,0.0
83.3,0.9,0.0,0.0,0.0
219.0,2.5,1.0,0.0,0.0
137.4,2.5,1.0,0.0,0.0
175.1,2.2,0.0,0.0,0.0
183.8,1.2,0.0,1.0,0.0
108.9,2.8,0.0,1.0,1.0
203.0,0.9,0.0,1.0,0.0
189.6,0.6,0.0,1.0,0.0
332.8,1.1,0.0,1.0,1.0
181.0,2.0,0.0,0.0,0.0
134.8,1.2,0.0,1.0,0.0
159.6,1.7,0.0,1.0,0.0
272.0,2.4,0.0,0.0,0.0
182.0,2.8,0.0,0.0,0.0
194.3,2.3,1.0,1.0,0.0
183.8,0.8,0.0,0.0,0.0
292.6,3.5,0.0,1.0,1.0
192.1,2.0,1.0,0.0,0.0
78.8,1.5,0.0,1.0,1.0
60.4,1.5,1.0,1.0,0.0
164.8,3.2,0.0,0.0,0.0
133.8,2.2,1.0,0.0,0.0
116.3,1.7,0.0,1.0,0.0
230.9,2.0,1.0,0.0,0.0
181.5,2.0,1.0,0.0,0.0
246.7,3.1,0.0,1.0,0.0
183.2,3.5,1.0,0.0,0.0
264.9,1.4,0.0,1.0,0.0
85.6,2.0,1.0,0.0,0.0
329.6,3.6,0.0,1.0,1.0
134.3,2.3,1.0,1.0,0.0
225.5,2.6,1.0,1.0,0.0
88.7,1.7,0.0,0.0,0.0
157.9,2.0,0.0,0.0,0.0
123.4,0.2,1.0,0.0,0.0
221.9,1.9,0.0,1.0,0.0
86.7,2.6,0.0,1.0,0.0
120.2,2.3,0.0,1.0,0.0
172.1,2.0,0.0,0.0,0.0
296.3,2.9,0.0,0.0,1.0
114.5,2.0,0.0,0.0,0.0
345.9,2.8,0.0,0.0,1.0
165.3,1.4,0.0,1.0,0.0
300.2,1.9,1.0,0.0,0.0
218.2,1.5,0.0,1.0,0.0
209.0,1.1,0.0,0.0,0.0
149.8,2.5,0.0,0.0,0.0
291.4,1.3,0.0,0.0,0.0
124.0,2.0,0.0,0.0,0.0
238.7,3.0,1.0,1.0,1.0
123.6,1.9,1.0,0.0,0.0
141.6,2.9,1.0,0.0,0.0
189.2,2.4,0.0,0.0,0.0
120.5,1.7,1.0,0.0,0.0
154.4,2.3,1.0,0.0,0.0
195.3,1.8,1.0,1.0,0.0
257.5,3.3,0.0,1.0,0.0
190.3,1.9,1.0,1.0,0.0
282.7,1.4,1.0,0.0,0.0
114.8,2.2,0.0,1.0,0.0
193.4,3.2,1.0,0.0,0.0
252.7,2.2,0.0,0.0,0.0
145.9,2.5,0.0,1.0,0.0
171.9,1.8,0.0,0.0,0.0
114.3,1.7,1.0,1.0,0.0
193.3,1.8,1.0,0.0,0.0
211.9,1.2,0.0,0.0,0.0
169.4,2.3,1.0,1.0,0.0
308.3,1.4,1.0,1.0,0.0
200.7,2.3,0.0,1.0,0.0
184.3,2.8,1.0,0.0,0.0
195.5,2.7,0.0,0.0,0.0
209.4,0.6,0.0,0.0,0.0
194.9,3.6,0.0,0.0,0.0
210.3,2.1,1.0,0.0,0.0
151.4,2.1,0.0,1.0,0.0
187.3,0.8,1.0,0.0,0.0
187.6,1.9,0.0,0.0,0.0
167.5,1.3,1.0,0.0,0.0
207.9,0.0,0.0,0.0,0.0
179.9,2.6,1.0,0.0,0.0
126.2,2.3,0.0,1.0,1.0
267.7,1.5,0.0,1.0,0.0
199.7,3.0,1.0,1.0,1.0
193.2,1.3,0.0,0.0,0.0
194.4,2.7,1.0,0.0,0.0
122.2,1.3,1.0,1.0,0.0
222.1,2.2,1.0,0.0,0.0
238.5,2.2,0.0,1.0,0.0
258.9,1.8,0.0,1.0,0.0
170.3,2.0,0.0,1.0,0.0
30.2,3.3,0.0,0.0,0.0
266.5,2.0,1.0,1.0,0.0
130.3,1.8,1.0,1.0,0.0
159.6,2.4,0.0,0.0,0.0
208.8,0.8,1.0,0.0,1.0
191.2,2.4,0.0,1.0,0.0
135.1,2.1,0.0,0.0,0.0
180.7,2.6,1.0,0.0,0.0
190.8,2.0,1.0,0.0,0.0
239.4,1.3,0.0,0.0,0.0
239.9,3.0,1.0,1.0,0.0
141.9,2.1,0.0,0.0,0.0
51.4,2.1,0.0,0.0,0.0
277.8,2.0,0.0,0.0,0.0
219.0,1.7,1.0,0.0,0.0
120.1,1.8,0.0,0.0,1.0
199.7,2.2,0.0,0.0,1.0
125.2,2.1,1.0,1.0,0.0
185.7,3.0,1.0,0.0,0.0
213.1,1.9,0.0,1.0,0.0
113.5,2.2,0.0,0.0,0.0
74.0,2.6,0.0,1.0,0.0
224.3,2.4,0.0,0.0,0.0
197.3,2.8,1.0,0.0,0.0
152.6,3.9,0.0,1.0,0.0
197.2,2.1,0.0,0.0,0.0
161.7,2.6,0.0,0.0,0.0
173.6,1.6,0.0,0.0,0.0
152.2,1.0,0.0,0.0,0.0
207.5,2.4,0.0,0.0,0.0
127.1,1.1,0.0,0.0,0.0
210.7,2.2,0.0,0.0,0.0
242.7,3.6,0.0,1.0,1.0
139.8,4.0,0.0,0.0,0.0
174.3,1.1,0.0,1.0,0.0
284.2,2.8,0.0,1.0,0.0
245.5,2.5,1.0,0.0,0.0
121.3,1.6,0.0,0.0,1.0
249.8,2.3,0.0,0.0,0.0
218.3,2.5,0.0,0.0,0.0
239.6,1.8,1.0,1.0,0.0
204.1,1.3,0.0,0.0,0.0
142.7,2.6,0.0,1.0,0.0
234.3,2.2,0.0,0.0,0.0
270.1,2.6,0.0,1.0,0.0
151.0,2.4,0.0,1.0,0.0
193.8,3.9,0.0,1.0,1.0
162.9,2.1,1.0,0.0,0.0
95.7,2.0,0.0,1.0,0.0
173.3,2.6,0.0,0.0,0.0
134.3,2.5,0.0,0.0,0.0
164.3,0.7,0.0,0.0,0.0
92.2,1.4,0.0,1.0,0.0
274.5,3.2,1.0,1.0,1.0
188.4,1.8,0.0,0.0,0.0
102.4,1.0,1.0,1.0,0.0
225.6,1.5,0.0,1.0,0.0
163.1,1.4,0.0,0.0,0.0
178.9,2.0,1.0,1.0,0.0
121.4,2.1,0.0,1.0,0.0
73.2,0.3,1.0,0.0,0.0
174.3,3.0,0.0,1.0,0.0
201.1,3.1,1.0,1.0,1.0
227.1,2.2,0.0,0.0,0.0
284.5,1.2,0.0,0.0,0.0
231.4,2.0,0.0,1.0,0.0
185.7,3.1,1.0,0.0,1.0
170.1,0.1,1.0,0.0,0.0
165.6,2.0,0.0,1.0,0.0
201.2,1.7,0.0,1.0,0.0
186.4,2.3,0.0,0.0,0.0
131.4,1.3,0.0,1.0,0.0
98.3,2.3,1.0,0.0,0.0
168.8,2.8,0.0,0.0,0.0
233.4,0.9,1.0,0.0,0.0
55.4,1.9,1.0,0.0,0.0
116.8,1.7,1.0,0.0,0.0
154.9,2.1,1.0,1.0,0.0
144.5,0.4,0.0,0.0,0.0
119.2,1.8,1.0,1.0,0.0
172.0,1.5,0.0,0.0,0.0
90.8,2.5,0.0,0.0,0.0
98.8,2.4,0.0,0.0,0.0
112.8,1.6,0.0,1.0,0.0
88.7,1.6,1.0,1.0,0.0
106.9,1.2,0.0,1.0,0.0
132.3,0.6,1.0,0.0,0.0
203.2,2.5,1.0,1.0,0.0
156.5,1.7,1.0,0.0,0.0
108.3,0.8,1.0,1.0,0.0
213.1,1.6,0.0,0.0,0.0
333.3,2.2,0.0,0.0,0.0
107.6,2.5,0.0,0.0,0.0
80.9,1.0,1.0,0.0,0.0
201.4,2.4,0.0,0.0,0.0
202.7,0.2,1.0,0.0,0.0
224.2,0.5,1.0,0.0,0.0
-13.9,2.9,1.0,1.0,0.0
192.6,1.0,0.0,0.0,0.0
138.7,0.5,0.0,1.0,0.0
170.9,1.4,1.0,1.0,0.0
88.7,0.0,1.0,1.0,0.0
214.9,2.3,0.0,0.0,0.0
168.0,0.0,0.0,1.0,0.0
86.6,1.4,0.0,1.0,0.0
168.8,2.4,0.0,0.0,0.0
87.6,2.5,0.0,0.0,0.0
181.2,1.7,1.0,0.0,0.0
150.6,2.9,1.0,0.0,0.0
179.4,2.4,0.0,0.0,0.0
281.2,2.6,0.0,0.0,1.0
149.7,1.3,1.0,0.0,1.0
60.6,2.7,0.0,0.0,0.0
287.0,1.7,0.0,1.0,0.0
174.6,3.5,1.0,0.0,0.0
147.3,1.2,1.0,0.0,0.0
165.9,2.7,0.0,0.0,0.0
209.1,2.0,1.0,0.0,0.0
278.1,3.2,0.0,1.0,1.0
229.7,2.6,1.0,0.0,0.0
177.4,2.0,1.0,0.0,0.0
94.9,2.8,1.0,0.0,0.0
201.7,3.2,0.0,1.0,1.0
197.0,1.1,0.0,0.0,0.0
186.6,3.8,0.0,0.0,0.0
148.4,1.5,0.0,1.0,1.0
220.7,2.5,0.0,0.0,0.0
192.2,3.3,0.0,0.0,0.0
182.0,1.5,0.0,1.0,0.0
293.1,2.0,0.0,0.0,0.0
267.8,2.0,1.0,1.0,0.0
85.3,1.7,1.0,0.0,0.0
223.5,1.4,0.0,1.0,0.0
168.4,2.2,1.0,0.0,0.0
220.6,2.4,0.0,1.0,0.0
176.8,1.9,0.0,0.0,0.0
282.7,3.9,0.0,0.0,0.0
210.0,3.1,0.0,0.0,0.0
288.4,2.8,0.0,1.0,1.0
173.7,1.3,0.0,1.0,0.0
47.0,1.8,0.0,0.0,0.0
178.4,2.3,0.0,0.0,0.0
124.8,1.4,0.0,0.0,0.0
170.1,1.4,1.0,0.0,0.0
170.2,2.4,0.0,1.0,0.0
287.6,2.2,0.0,1.0,0.0
163.9,0.8,1.0,1.0,1.0
178.6,1.0,1.0,0.0,0.0
166.8,2.2,1.0,0.0,0.0
278.5,2.3,0.0,1.0,0.0
190.8,1.7,1.0,1.0,0.0
99.2,3.1,0.0,0.0,0.0
177.2,1.4,1.0,1.0,0.0
138.2,1.9,1.0,1.0,0.0
269.1,3.1,0.0,1.0,1.0
113.5,3.8,1.0,0.0,0.0
154.2,2.2,0.0,0.0,0.0
163.7,0.1,0.0,0.0,0.0
193.2,1.9,0.0,0.0,0.0
237.2,0.3,1.0,0.0,0.0
222.5,3.7,0.0,1.0,1.0
72.7,1.7,0.0,0.0,0.0
174.8,1.8,1.0,1.0,0.0
161.1,2.3,1.0,0.0,1.0
147.7,1.5,1.0,0.0,0.0
202.6,1.3,0.0,0.0,0.0
190.7,3.0,0.0,1.0,1.0
142.0,1.6,0.0,1.0,0.0
199.9,2.6,0.0,0.0,0.0
202.9,2.4,1.0,1.0,0.0
65.4,1.6,1.0,1.0,0.0
85.2,2.2,0.0,0.0,0.0
104.8,1.6,0.0,0.0,0.0
177.6,2.7,1.0,1.0,0.0
126.4,3.5,0.0,1.0,0.0
155.4,2.9,1.0,0.0,0.0
340.1,4.0,0.0,1.0,1.0
225.3,2.9,1.0,0.0,0.0
198.8,1.9,0.0,0.0,0.0
176.7,1.1,0.0,1.0,0.0
247.4,2.5,1.0,0.0,0.0
255.6,2.8,1.0,0.0,0.0
77.8,1.4,1.0,0.0,0.0
226.8,3.0,0.0,1.0,0.0
229.9,1.3,1.0,1.0,0.0
207.2,2.9,1.0,1.0,1.0
77.8,2.2,1.0,1.0,0.0
199.4,1.5,0.0,1.0,0.0
208.5,1.8,0.0,0.0,0.0
266.8,2.0,0.0,1.0,0.0
187.0,2.6,0.0,1.0,0.0
107.9,1.6,0.0,0.0,0.0
242.0,3.3,0.0,1.0,1.0
254.3,3.5,1.0,1.0,0.0
272.5,1.8,0.0,0.0,0.0
249.7,1.6,0.0,1.0,0.0
163.0,2.4,1.0,1.0,0.0
185.5,0.9,1.0,0.0,0.0
214.0,2.6,0.0,0.0,0.0
113.4,2.7,0.0,0.0,0.0
84.2,1.4,1.0,0.0,0.0
296.5,1.9,1.0,0.0,0.0
106.8,1.6,0.0,0.0,0.0
-32.2,2.5,1.0,1.0,0.0
213.6,1.5,1.0,0.0,0.0
152.3,2.7,0.0,0.0,0.0
72.8,1.3,1.0,1.0,0.0
143.3,3.4,1.0,0.0,1.0
190.1,1.8,1.0,1.0,0.0
148.9,0.4,0.0,0.0,0.0
219.8,2.5,0.0,1.0,1.0
185.3,1.9,0.0,0.0,0.0
174.6,2.5,0.0,1.0,0.0
131.6,1.8,1.0,1.0,0.0
120.5,2.2,0.0,0.0,0.0
125.1,1.0,0.0,0.0,0.0
177.1,2.9,1.0,0.0,1.0
143.9,3.1,0.0,1.0,0.0
156.7,2.4,0.0,0.0,0.0
223.4,0.6,1.0,0.0,0.0
228.9,4.0,1.0,0.0,0.0
201.8,1.4,1.0,1.0,0.0
31.3,2.8,0.0,0.0,0.0
227.1,1.8,1.0,1.0,1.0
229.8,1.3,0.0,0.0,0.0
198.6,1.3,0.0,0.0,0.0
278.0,2.6,0.0,1.0,1.0
152.6,1.7,0.0,0.0,0.0
245.1,0.0,1.0,0.0,0.0
260.3,1.5,1.0,1.0,0.0
245.7,2.8,0.0,0.0,0.0
171.0,1.0,1.0,1.0,0.0
197.3,1.8,0.0,0.0,0.0
169.3,2.7,0.0,0.0,0.0
168.2,0.3,1.0,0.0,0.0
154.3,1.6,0.0,1.0,0.0
142.8,2.1,1.0,0.0,0.0
279.4,1.8,0.0,0.0,0.0
266.4,0.6,1.0,0.0,0.0
208.5,0.7,0.0,1.0,0.0
163.8,0.9,0.0,0.0,0.0
286.2,3.1,0.0,0.0,0.0
180.8,2.3,1.0,0.0,0.0
255.2,3.7,1.0,1.0,1.0
194.3,1.1,0.0,1.0,0.0
123.2,2.9,1.0,1.0,1.0
200.8,1.4,0.0,0.0,0.0
167.5,0.4,1.0,0.0,0.0
232.2,0.7,1.0,1.0,0.0
229.8,1.9,0.0,1.0,0.0
114.4,1.5,0.0,1.0,0.0
160.5,1.9,0.0,0.0,0.0
333.7,2.7,1.0,1.0,1.0
-50.0,2.2,1.0,0.0,0.0
222.8,1.6,0.0,0.0,0.0
268.7,3.9,1.0,1.0,1.0
60.0,1.4,0.0,0.0,1.0
185.4,1.2,1.0,1.0,0.0
170.9,2.2,1.0,0.0,0.0
139.7,1.5,1.0,0.0,0.0
189.1,0.6,0.0,1.0,0.0
143.6,2.2,1.0,0.0,0.0
272.5,2.1,1.0,1.0,0.0
141.8,2.5,0.0,1.0,0.0
27.9,1.1,1.0,0.0,0.0
115.7,2.6,0.0,0.0,0.0
200.9,1.5,1.0,0.0,0.0
188.4,2.3,1.0,0.0,0.0
206.1,1.8,1.0,1.0,1.0
208.7,3.5,0.0,0.0,0.0
223.2,1.8,1.0,1.0,0.0
203.3,0.5,0.0,1.0,0.0
51.5,2.0,0.0,0.0,0.0
142.3,2.2,0.0,1.0,0.0
194.0,3.2,1.0,1.0,0.0
162.6,1.4,0.0,0.0,0.0
187.2,2.1,0.0,0.0,1.0
216.8,2.8,0.0,0.0,0.0
288.0,2.0,1.0,1.0,0.0
63.9,2.4,0.0,0.0,0.0
159.4,1.2,1.0,0.0,0.0
239.7,2.4,0.0,1.0,0.0
193.7,3.0,1.0,1.0,1.0
126.7,1.7,0.0,0.0,0.0
303.3,2.0,1.0,0.0,0.0
202.0,1.6,0.0,1.0,1.0
160.1,2.9,0.0,0.0,0.0
220.0,1.7,0.0,0.0,0.0
232.8,1.5,0.0,0.0,0.0
183.2,0.8,1.0,0.0,1.0
182.4,1.1,0.0,0.0,0.0
208.4,2.4,1.0,1.0,0.0
174.4,2.6,1.0,0.0,0.0
86.2,2.0,0.0,1.0,0.0
260.1,1.1,0.0,1.0,0.0
249.3,2.0,1.0,0.0,0.0
231.5,2.6,1.0,1.0,0.0
241.6,3.3,0.0,0.0,0.0
224.7,2.3,0.0,0.0,0.0
129.7,2.0,1.0,0.0,0.0
192.1,1.6,1.0,0.0,1.0
228.7,2.3,0.0,0.0,0.0
251.5,1.6,1.0,1.0,0.0
120.7,2.1,0.0,1.0,0.0
229.8,0.5,1.0,0.0,0.0
140.3,1.6,0.0,0.0,0.0
158.7,2.0,0.0,0.0,0.0
156.3,2.3,1.0,1.0,0.0
257.5,3.1,1.0,0.0,0.0
-13.2,1.9,1.0,1.0,0.0
225.2,2.5,0.0,0.0,0.0
179.5,2.7,0.0,0.0,0.0
203.6,2.5,0.0,0.0,0.0
157.3,1.9,1.0,1.0,0.0
303.3,0.6,0.0,1.0,0.0
228.0,3.1,0.0,0.0,0.0
269.8,2.4,0.0,1.0,0.0
155.1,1.4,1.0,0.0,0.0
165.5,2.4,0.0,0.0,0.0
202.6,2.2,1.0,0.0,0.0
202.8,2.0,0.0,1.0,0.0
209.1,2.5,0.0,1.0,0.0
259.4,2.2,0.0,0.0,0.0
179.7,1.5,0.0,1.0,0.0
138.8,1.3,1.0,1.0,0.0
111.9,1.8,0.0,1.0,0.0
220.8,1.7,0.0,1.0,0.0
242.7,2.0,1.0,1.0,0.0
201.5,1.7,1.0,0.0,0.0
220.0,1.7,0.0,0.0,0.0
139.9,3.1,0.0,0.0,0.0
204.8,1.5,0.0,1.0,0.0
224.4,1.0,0.0,1.0,0.0
203.7,2.3,0.0,1.0,0.0
150.1,1.9,1.0,0.0,0.0
121.3,1.0,1.0,0.0,0.0
204.4,4.1,1.0,1.0,1.0
129.6,3.0,0.0,1.0,0.0
253.4,2.8,1.0,1.0,0.0
194.3,1.4,0.0,1.0,0.0
312.1,0.1,1.0,0.0,0.0
233.5,2.2,1.0,1.0,0.0
235.1,2.6,0.0,1.0,0.0
103.8,3.3,0.0,0.0,0.0
159.7,3.0,0.0,0.0,0.0
165.0,1.6,1.0,0.0,0.0
86.1,2.6,0.0,0.0,0.0
123.1,2.0,0.0,0.0,0.0
239.8,2.0,0.0,0.0,0.0
152.5,1.5,0.0,1.0,0.0
284.6,2.7,1.0,1.0,0.0
234.8,2.3,0.0,1.0,0.0
101.2,2.2,0.0,0.0,0.0
235.4,1.0,0.0,1.0,0.0
148.9,2.4,1.0,0.0,0.0
214.7,2.4,0.0,0.0,0.0
176.6,2.0,0.0,1.0,0.0
169.4,1.5,0.0,1.0,0.0
285.4,2.6,0.0,0.0,0.0
137.5,1.9,1.0,0.0,0.0
155.5,2.0,0.0,0.0,0.0
324.0,4.2,0.0,1.0,0.0
93.8,1.9,0.0,0.0,0.0
198.8,2.3,0.0,1.0,0.0
193.3,1.8,1.0,0.0,0.0
144.3,2.5,1.0,0.0,0.0
174.4,1.6,0.0,0.0,0.0
274.8,1.7,1.0,0.0,0.0
96.2,1.1,1.0,1.0,0.0
226.6,0.6,1.0,0.0,0.0
209.2,2.7,0.0,1.0,0.0
121.7,2.1,1.0,1.0,0.0
198.5,1.9,0.0,0.0,0.0
128.6,1.3,0.0,1.0,0.0
105.4,2.7,0.0,0.0,0.0
188.0,2.1,0.0,1.0,0.0
208.7,1.9,0.0,1.0,0.0
124.0,1.4,1.0,0.0,1.0
182.7,1.9,1.0,1.0,0.0
280.3,1.2,0.0,0.0,0.0
191.9,2.8,0.0,0.0,0.0
193.7,2.8,0.0,0.0,0.0
100.1,2.1,0.0,1.0,0.0
267.5,2.8,1.0,1.0,0.0
170.5,2.0,1.0,1.0,0.0
104.4,2.0,1.0,1.0,0.0
90.9,2.2,0.0,1.0,0.0
105.9,0.0,1.0,1.0,0.0
193.0,4.2,0.0,1.0,1.0
170.4,1.9,0.0,0.0,0.0
255.9,2.8,0.0,0.0,0.0
92.9,3.3,0.0,0.0,0.0
277.4,2.7,0.0,0.0,0.0
296.6,2.9,0.0,1.0,0.0
281.9,1.7,0.0,0.0,0.0
261.1,2.4,0.0,0.0,0.0
242.6,1.1,1.0,1.0,1.0
134.9,1.9,0.0,0.0,0.0
143.7,1.6,0.0,0.0,0.0
305.1,1.8,0.0,1.0,1.0
257.9,2.1,0.0,1.0,0.0
267.3,3.6,1.0,1.0,1.0
178.5,2.4,0.0,1.0,0.0
256.2,2.2,0.0,0.0,0.0
238.8,3.3,0.0,0.0,0.0
216.8,1.4,1.0,0.0,0.0
207.7,2.3,0.0,0.0,0.0
113.2,3.5,0.0,0.0,0.0
224.0,1.6,0.0,0.0,0.0
90.2,3.1,0.0,0.0,0.0
186.5,2.6,1.0,1.0,0.0
268.3,1.4,1.0,1.0,0.0
159.6,1.8,1.0,0.0,0.0
165.7,2.3,0.0,0.0,0.0
196.5,1.9,1.0,0.0,0.0
164.1,2.5,0.0,0.0,0.0
218.1,2.0,0.0,1.0,0.0
64.8,0.6,1.0,0.0,0.0
-34.9,1.0,1.0,0.0,0.0
179.0,3.6,0.0,0.0,0.0
135.2,2.0,1.0,1.0,0.0
208.5,1.7,0.0,1.0,0.0
250.3,2.6,1.0,1.0,1.0
176.5,1.8,0.0,0.0,0.0
199.1,2.3,1.0,0.0,0.0
242.2,0.4,1.0,0.0,0.0
249.5,3.2,0.0,1.0,0.0
